⟨ϵ⟩, ⟨|m|⟩
-0.000185556, -1.38539e+261
-0.00017636, 1.46783e+06
-0.000325053, 0.00198683
-0.000192893, -1.38536e+261
-0.303468, 0.241906
-0.000262537, 2.90032e+257
-0.00012352, 4.665e+232
-0.000298885, 0.00205817
-0.000178418, 1.46781e+06
0.00205848, 0.000503947
-0.323885, 0.241895
-0.000199844, -1.38533e+261
-0.000199844, -1.38533e+261
-9.86479e-05, 0.000197916
-0.00026904, 2.90029e+257
-0.000123466, 4.66493e+232
-0.343404, 0.240508
-0.000110451, 0.000198828
-0.000274376, 2.90025e+257
-0.00017862, 1.46779e+06
-0.000123542, 4.66485e+232
-0.000276815, 0.0021289
0.00213221, 0.000506519
-0.363845, 0.236777
-0.000208488, -1.38531e+261
-0.000279196, 2.90022e+257
-0.000122395, 0.000200282
-0.000177594, 1.46777e+06
-0.000253679, 0.0021964
0.00220325, 0.000508611
-0.00028249, 2.90019e+257
-0.000125454, 4.66478e+232
-0.000134162, 0.000201379
-0.385371, 0.233022
-0.000174142, 1.46775e+06
-0.000218613, -1.38528e+261
-0.000231592, 0.00225951
-0.000285979, 2.90015e+257
-0.000144739, 0.000202898
-0.000170525, 1.46773e+06
-0.000126965, 4.6647e+232
-0.000211376, 0.00232462
0.00227283, 0.000511468
-0.000289019, 2.90012e+257
-0.405876, 0.229651
-0.0002321, -1.38525e+261
-0.000155657, 0.000206767
-0.000130399, 4.66463e+232
-0.00029276, 2.90009e+257
-0.000189681, 0.00239155
-0.000166952, 1.46771e+06
0.00235838, 0.000521675
0.00235838, 0.000521675
-0.00016839, 0.000213254
-0.425504, 0.226194
-0.000296426, 2.90005e+257
-0.000133528, 4.66455e+232
-0.00024548, -1.38522e+261
-0.000167105, 0.00245506
-0.446035, 0.223085
-0.000299438, 2.90002e+257
-0.000162464, 1.46769e+06
0.00243305, 0.000526479
-0.000136653, 4.66448e+232
-0.000136653, 4.66448e+232
-0.000145581, 0.00251584
-0.000179947, 0.000220787
-0.000259128, -1.3852e+261
-0.000301967, 2.89999e+257
-0.000157398, 1.46767e+06
-0.467684, 0.221339
-0.000138999, 4.66441e+232
-0.000122719, 0.00257508
0.00250702, 0.000528508
-0.000303478, 2.89996e+257
-0.000190623, 0.000227486
-0.000274052, -1.38517e+261
-0.000142005, 4.66433e+232
-0.000150352, 1.46765e+06
-9.51444e-05, 0.00263189
-0.000306402, 2.89992e+257
-0.000289682, -1.38514e+261
-0.000289682, -1.38514e+261
-0.490754, 0.220793
-0.000144329, 4.66426e+232
-0.000201211, 0.000235487
-0.000309818, 2.89989e+257
0.00257119, 0.000533045
-0.000305328, -1.38511e+261
-0.000146551, 4.66418e+232
-0.000140636, 1.46763e+06
-6.7136e-05, 0.00268629
-0.000214907, 0.000244538
-0.000311097, 2.89986e+257
-0.51343, 0.221105
-0.000322826, -1.38508e+261
-0.000130911, 1.46761e+06
-3.11914e-05, 0.00273776
0.00262634, 0.000539637
-0.000312262, 2.89982e+257
-0.000149044, 4.66411e+232
-0.000341471, -1.38506e+261
-0.000229377, 0.000250773
0.00267881, 0.000541213
-0.000312581, 2.89979e+257
-0.000122467, 1.46759e+06
-0.534808, 0.218572
-0.000360789, -1.38503e+261
-0.000150905, 4.66403e+232
7.85239e-06, 0.0027886
-0.000244703, 0.000255928
-0.000114356, 1.46757e+06
0.00273882, 0.000543807
0.00273882, 0.000543807
-0.00031264, 2.89976e+257
-0.00037994, -1.385e+261
-0.557664, 0.21581
-0.000105519, 1.46755e+06
-0.000311264, 2.89972e+257
0.00278414, -0.000258186, 0.000259721
0.00278414, -0.000258186, 0.000259721
0.000545328
-0.000151817, 4.66396e+232
-0.000397038, -1.38497e+261
