⟨ϵ⟩, ⟨|m|⟩
-1.21117, 0.386701
-1.21125, 0.386773
-1.21129, 0.386832
-1.21131, 0.386839
-1.21129, 0.386755
-1.21117, 0.386555
-1.21085, 0.386174
-1.21074, 0.385945
-1.21079, 0.385904
-1.21065, 0.385787
-1.21054, 0.385645
-1.21049, 0.385624
-1.21042, 0.385514
-1.21038, 0.385413
-1.21028, 0.385213
-1.21009, 0.384771
-1.20982, 0.384293
-1.20949, 0.383942
-1.20931, 0.383792
-1.20919, 0.383611
-1.20917, 0.383401
-1.20904, 0.38293
-1.20894, 0.382518
-1.20897, 0.381992
-1.20892, 0.381493
-1.20885, 0.380974
-1.20857, 0.380468
-1.20817, 0.380152
-1.20784, 0.37979
-1.20775, 0.379587
-1.20773, 0.379446
-1.20768, 0.379376
-1.20764, 0.379313
-1.20735, 0.379296
-1.20727, 0.379487
-1.20747, 0.379864
-1.20742, 0.380074
-1.20735, 0.380403
-1.20754, 0.38091
-1.20776, 0.381431
-1.20814, 0.381972
-1.20839, 0.382434
-1.20852, 0.382816
-1.20861, 0.383257
-1.2089, 0.383824
-1.20927, 0.384417
-1.20971, 0.385019
-1.21001, 0.385561
-1.21025, 0.386065
-1.21031, 0.386422
-1.21024, 0.386563
-1.21023, 0.386564
-1.21019, 0.386435
-1.21012, 0.386346
-1.21002, 0.386254
-1.20995, 0.385969
-1.21001, 0.385676
-1.2101, 0.385538
-1.21017, 0.385499
-1.21003, 0.385383
-1.20982, 0.385209
-1.20956, 0.384919
-1.20919, 0.384848
-1.20891, 0.384667
-1.20868, 0.384412
-1.20845, 0.384033
-1.20828, 0.38361
-1.20825, 0.383315
-1.20841, 0.383064
-1.20855, 0.382846
-1.20856, 0.382721
-1.20849, 0.38268
-1.20845, 0.382673
-1.20851, 0.382777
-1.20847, 0.382939
-1.20859, 0.383262
-1.20867, 0.383552
-1.20864, 0.383705
-1.20854, 0.383797
-1.20862, 0.384038
-1.20893, 0.384364
-1.20918, 0.384732
-1.20936, 0.385158
-1.20969, 0.385604
-1.20989, 0.385974
-1.2099, 0.386211
-1.20992, 0.386163
-1.20997, 0.385954
-1.20994, 0.385866
-1.21002, 0.385822
-1.21007, 0.385857
-1.21018, 0.385836
-1.21013, 0.385745
-1.21004, 0.385687
-1.20993, 0.385507
-1.20969, 0.385248
-1.20951, 0.384842
-1.2094, 0.384397
-1.20943, 0.384084
-1.20953, 0.383897
-1.20961, 0.38379
-1.20971, 0.383445
-1.20983, 0.382985
-1.2099, 0.382537
-1.20976, 0.382118
-1.20967, 0.381866
-1.20963, 0.38169
-1.20964, 0.381514
-1.20964, 0.3812
-1.20963, 0.380899
-1.20952, 0.380632
-1.20958, 0.380417
-1.20958, 0.380209
-1.20951, 0.380088
-1.2094, 0.380046
-1.20933, 0.380019
-1.20933, 0.379942
-1.20938, 0.379816
-1.20949, 0.379519
-1.20952, 0.379115
-1.20948, 0.378671
-1.20949, 0.378254
-1.20947, 0.377837
-1.20954, 0.377717
-1.20969, 0.377724
-1.20979, 0.377695
-1.21, 0.377569
-1.21018, 0.377575
