T, ⟨ϵ⟩, ⟨|m|⟩, C_V, χ
Number of Monte Carlo cycles: 100
2.21616, -1.71833, 0.90632, 0.398289, 0.111258
2.2303, -1.71269, 0.904448, 0.399925, 0.112448
2.24444, -1.70702, 0.902568, 0.401468, 0.113617
2.25859, -1.70133, 0.900682, 0.402918, 0.114767
2.27273, -1.69562, 0.898789, 0.404278, 0.115896
2.28687, -1.6899, 0.896891, 0.405548, 0.117005
2.30101, -1.68416, 0.894987, 0.40673, 0.118093
2.31515, -1.6784, 0.893078, 0.407825, 0.119161
2.32929, -1.67262, 0.891164, 0.408834, 0.120207
2.34343, -1.66683, 0.889246, 0.409758, 0.121233
2.35758, -1.66103, 0.887324, 0.410599, 0.122237
2.37172, -1.65522, 0.885398, 0.411358, 0.123221
2.38586, -1.6494, 0.88347, 0.412038, 0.124183
2.4, -1.64357, 0.881538, 0.412638, 0.125125
